Customer Voucher Discount,Membership ID,Sales Grouping,Sales Region,Sub-Grouping,Purchase Date,Profit Amount,Units,Revenue
0.7,KMP|295238,Consoles,East,PS5,1/07/2003,7,2,14
0.1,MSN|025217,Consoles,East,Nintendo Switch,1/10/2001,30,7,384
0.3,NGP|386667,Consoles,East,PS5,1/02/2039,3,2,10
0.5,MCN|057391,Consoles,West,Nintendo Switch,1/02/2016,23,3,230
0.3,AJX|615548,Consoles,West,XBox,1/03/2029,211,5,1194
0.8,BMS|448834,Merchandise,East,Storage Equipment,1/10/2002,158,3,544
0.3,FCD|433333,Merchandise,East,Decals,1/04/2011,1,1,4
0.5,JGM|214286,Merchandise,South,Mugs,1/05/2007,5,3,14
0.4,MYN|150445,Games,East,Nintendo,1/08/2020,-210,5,1050
0.3,TSN|194331,Consoles,West,Nintendo Switch,1/02/2011,91,7,1213
0.4,MCS|146154,Merchandise,South,Storage Equipment,1/12/2001,2,3,26
0.2,SGX|150470,Consoles,West,XBox,1/09/2022,20,1,426
0.2,BPN|934266,Consoles,Central,Nintendo Switch,1/09/2005,-38,3,191
0.3,LBS|466667,Games,West,Sony,1/02/2039,1,5,68
0.6,CoP|755102,Consoles,Central,PS5,1/05/2004,-20,6,33
0.5,PJD|557143,Merchandise,Central,Decals,1/09/2047,3,2,9
0.6,SGT|384255,Merchandise,West,Toys,1/11/2004,124,3,398
0.8,GMX|866752,Consoles,East,XBox,1/01/1996,-26,5,524
0.3,ESB|157143,Merchandise,West,Batteries,1/09/2047,1,2,5
0.4,TGS|457143,Merchandise,South,Shoes,1/09/2047,2,2,5
0.2,FPM|169231,Merchandise,West,Mugs,1/12/2002,2,3,9
0.1,MOP|405556,Consoles,Central,PS5,1/11/2029,-14,3,24
0.3,DKD|331915,Merchandise,West,Decals,1/06/2009,11,6,31
0.7,CWS|145455,Merchandise,West,Shoes,1/06/2021,7,2,15
0.7,RBP|095652,Merchandise,Central,Peripherals,1/11/2037,7,2,15
0.5,SFB|281250,Merchandise,West,Batteries,1/07/2004,5,3,10
0.6,CBT|417742,Merchandise,West,Toys,1/03/1995,14,5,41
0.4,FHS|415385,Merchandise,South,Shoes,1/08/2015,4,3,9
0,CSM|957627,Merchandise,East,Mugs,1/10/2035,10,2,40
0.5,BNP|351852,Consoles,East,PS5,1/03/2004,15,4,36
0.7,SCN|791643,Games,East,Nintendo,1/02/2037,67,3,240
0.2,KFS|435635,Merchandise,East,Storage Equipment,1/06/2036,622,4,2592
0.7,MCM|628942,Games,Central,Microsoft,1/09/2011,135,3,720
0.6,JMD|891923,Merchandise,Central,Decals,1/02/2010,54,7,173
0.4,PPS|633333,Merchandise,East,Shoes,1/04/2011,2,2,6
0.8,DLP|386170,Merchandise,East,Peripherals,1/04/2001,28,4,63
0.4,AHM|047368,Merchandise,South,Mugs,1/03/2014,4,3,13
0.2,JMT|031579,Merchandise,East,Toys,1/10/2031,12,2,25
0.8,CCX|131618,Consoles,West,XBox,1/01/2035,-191,3,91
0.2,SPS|940095,Games,East,Sony,1/06/2045,49,5,280
0.8,DHC|423077,Merchandise,Central,Clothing,1/07/2005,-20,2,9
0.9,KLS|722388,Games,South,Sony,1/11/2015,9,5,45
0.7,SCS|953458,Merchandise,Central,Storage Equipment,1/09/2021,207,5,714
0.2,BMS|267457,Games,Central,Sony,1/08/2021,112,5,620
0.6,MZM|803333,Merchandise,West,Mugs,1/04/2011,6,1,20
0.5,SVB|505085,Merchandise,East,Batteries,1/03/2005,13,13,39
0.5,DBD|691336,Merchandise,South,Decals,1/07/2011,85,7,185
0.4,AIM|359091,Merchandise,West,Mugs,1/04/2045,4,5,15
0.2,ZCV|142519,Consoles,West,Vintage,1/10/2026,312,5,1299
0.9,BPT|306667,Merchandise,West,Toys,1/02/2039,7,4,20
0.8,JPS|085714,Merchandise,Central,Shoes,1/12/2042,28,2,61
0.4,MGN|935398,Consoles,East,Nintendo Switch,1/09/2016,44,1,151
0.5,JDN|886029,Consoles,Central,Nintendo Switch,1/06/2042,15,1,91
0.2,BSX|034711,Consoles,West,XBox,1/09/2042,-364,8,242
0.3,DLP|241176,Consoles,West,PS5,1/03/2049,53,2,205
0.6,SSD|031579,Merchandise,East,Decals,1/10/2031,6,2,13
0.3,CSS|339139,Merchandise,West,Storage Equipment,1/07/2047,3,3,341
0.1,AJM|683333,Merchandise,East,Mugs,1/04/2011,1,2,4
0.1,LRS|331429,Merchandise,West,Storage Equipment,1/04/2019,1,3,24
0.1,CRD|394286,Merchandise,Central,Decals,1/05/2007,8,5,23
0.7,KDS|947826,Merchandise,South,Storage Equipment,1/02/2002,17,4,62
0.5,RWC|535534,Merchandise,West,Clothing,1/01/2028,655,9,2518
0.3,EHT|977778,Merchandise,East,Toys,1/02/1998,3,2,6
0.8,AAF|161893,Merchandise,Central,Furniture,1/08/2007,-786,3,3930
0.5,MGP|548227,Consoles,East,PS5,1/08/2002,13,4,94
0.4,KBC|461905,Merchandise,West,Clothing,1/08/2008,44,5,168
0.2,CST|783772,Merchandise,East,Toys,1/08/1997,-304,2,457
0.8,JCS|048586,Merchandise,East,Storage Equipment,1/05/2032,-26,5,260
0.4,HAS|777593,Merchandise,West,Storage Equipment,1/12/2032,94,2,360
0.9,GHD|106667,Merchandise,West,Decals,1/02/2039,7,5,20
0.4,APM|468421,Merchandise,South,Mugs,1/08/2018,4,3,13
0.2,SCD|700971,Merchandise,East,Decals,1/02/2014,32,3,69
0.5,MNS|657885,Merchandise,South,Storage Equipment,1/12/2006,-63,4,720
0.4,ACT|945455,Merchandise,South,Toys,1/06/2021,-6,9,8
0.2,BTT|303175,Merchandise,East,Toys,1/12/2000,42,3,84
0.9,AJM|266071,Merchandise,East,Mugs,1/10/2005,9,5,37
0.8,ACD|857692,Merchandise,East,Decals,1/02/2041,8,4,17
0.2,MAC|283333,Merchandise,West,Clothing,1/04/2011,12,4,44
0.9,MMD|065517,Merchandise,East,Decals,1/08/2026,9,3,19
0.5,THM|812500,Merchandise,Central,Mugs,1/03/2025,5,4,16
0.9,SCS|607208,Merchandise,Central,Storage Equipment,1/01/2001,-127,7,509
0.4,BTP|885714,Consoles,East,PS5,1/12/2042,2,2,5
0.4,AMP|677273,Consoles,East,PS5,1/04/2006,4,2,15
0.9,HWN|536546,Consoles,Central,Nintendo Switch,1/01/2029,539,6,1926
0.7,MBS|898734,Games,East,Sony,1/07/2044,-5,3,53
0.6,DLP|952174,Consoles,South,PS5,1/01/2001,4,1,15
0.1,AHS|309615,Games,East,Sony,1/10/2034,11,3,35
0.2,SAV|996073,Consoles,West,Vintage,1/09/2005,9,5,697
0.5,KNF|968992,Merchandise,West,Furniture,1/10/2015,25,5,86
0.9,RWN|753361,Consoles,Central,Nintendo Switch,1/08/2013,119,2,477
0.2,MJD|187179,Merchandise,East,Decals,1/10/2000,29,2,78
0.1,SJD|626471,Merchandise,South,Decals,1/10/2022,21,2,46
0.6,RPP|361905,Consoles,West,PS5,1/08/2008,6,3,14
0.5,EMS|827419,Games,West,Sony,1/06/2018,13,4,42
0.6,AAD|057895,Merchandise,West,Decals,1/10/2007,6,2,13
0.3,JEP|859310,Consoles,South,PS5,1/05/2009,1,2,97
0.9,VPT|639286,Merchandise,Central,Toys,1/05/2007,9,5,19
0.5,JSM|286207,Merchandise,East,Mugs,1/12/2000,3,4,19
0.1,JMS|754955,Games,South,Sony,1/10/2012,18,8,74
0.9,AHB|348148,Merchandise,West,Batteries,1/03/2002,9,5,18
0.7,CVV|699098,Consoles,Central,Vintage,1/07/2004,107,4,1185
0.1,CGM|928713,Merchandise,South,Mugs,1/11/2042,8,3,68
0.2,CPP|410084,Consoles,West,PS5,1/11/2044,89,3,238
0,TPS|887850,Games,Central,Sony,1/01/2004,30,1,143
0.1,JMN|273763,Consoles,Central,Nintendo Switch,1/11/1996,-27,4,311
0.7,SVN|535671,Games,West,Nintendo,1/06/2039,35,10,552
0.7,JLS|890244,Games,East,Sony,1/01/2004,-5,2,27
0.2,FMD|663441,Merchandise,East,Decals,1/04/2020,39,5,124
0.6,PSD|268421,Merchandise,West,Decals,1/08/2018,6,2,13
0.3,SCV|695731,Consoles,West,Vintage,1/04/2044,113,6,516
0.3,MHM|193103,Merchandise,Central,Mugs,1/10/2045,1,2,19
0.5,SSD|916667,Merchandise,West,Decals,1/02/2039,5,2,12
0.7,BOT|140107,Merchandise,South,Toys,1/02/2004,57,5,125
0.2,CSC|782692,Merchandise,South,Clothing,1/02/2041,12,2,35
0.3,PSN|855063,Consoles,Central,Nintendo Switch,1/02/2006,-29,1,106
0.1,SPC|938889,Merchandise,Central,Clothing,1/04/2007,-62,2,24
0.6,BFV|408999,Consoles,East,Vintage,1/03/2016,-53,2,527
0.6,ASS|077778,Merchandise,South,Shoes,1/02/1998,4,3,12
0.3,AAN|832291,Consoles,East,Nintendo Switch,1/10/2007,0,5,854
0.2,RWN|100926,Games,West,Nintendo,1/05/2010,9,3,72
0.3,MEV|844565,Consoles,Central,Vintage,1/08/2030,-40,3,307
0.2,BSC|169231,Merchandise,East,Clothing,1/12/2002,2,1,8
0.9,JEV|624532,Consoles,West,Vintage,1/11/2027,629,5,1747
0.4,JAD|771429,Merchandise,East,Decals,1/04/2019,24,5,52
0.3,DJS|054639,Merchandise,East,Storage Equipment,1/10/2036,3,2,65
0.4,ASS|133333,Merchandise,Central,Shoes,1/04/2011,2,2,6
0.6,JST|193220,Merchandise,West,Toys,1/01/2002,14,3,40
0.5,LPM|128571,Merchandise,Central,Mugs,1/02/2031,3,2,9
0.2,JKT|445181,Merchandise,West,Toys,1/09/2000,39,4,111
0.7,RBP|133333,Consoles,Central,PS5,1/04/2011,7,2,16
0.4,BPT|581818,Merchandise,East,Toys,1/06/2001,-6,3,7
0.1,WBN|336585,Games,West,Nintendo,1/04/2032,38,4,438
0.6,TNN|504918,Consoles,West,Nintendo Switch,1/09/2009,14,3,122
0,BDB|196970,Merchandise,East,Batteries,1/01/2014,10,5,22
0.5,NPB|562500,Merchandise,East,Batteries,1/03/2025,5,3,11
0.8,BMN|426516,Consoles,Central,Nintendo Switch,1/07/2026,-25,9,1740
0.9,RCD|463889,Merchandise,East,Decals,1/04/2007,7,3,24
0.7,JST|285714,Merchandise,West,Toys,1/12/2042,5,3,14
0.5,BTD|006410,Merchandise,East,Decals,1/09/2017,25,8,52
0.5,DpM|412856,Games,East,Microsoft,1/07/2004,1115,2,2322
0,TBD|475543,Merchandise,East,Decals,1/10/2028,60,3,123
0.5,MJT|539655,Merchandise,South,Toys,1/02/2038,-27,3,39
0.6,JPD|706122,Merchandise,West,Decals,1/09/2046,16,5,32
0.7,NGD|826087,Merchandise,South,Decals,1/01/2045,5,3,16
0.9,SBC|017308,Merchandise,East,Clothing,1/03/2009,17,6,104
0.9,EPD|024138,Merchandise,West,Decals,1/08/2002,19,6,39
0.5,RDD|022414,Merchandise,Central,Decals,1/01/2018,13,1,38
0.9,CSS|483234,Merchandise,Central,Storage Equipment,1/03/2003,7,9,112
0.4,DBP|197701,Consoles,East,PS5,1/11/2041,12,9,58
0.3,GTN|591667,Games,Central,Nintendo,1/02/2039,1,1,8
0.8,TBX|120548,Consoles,West,XBox,1/03/2029,8,1,49
0,SCN|338235,Games,East,Nintendo,1/04/2003,20,7,68
0.7,NCT|624561,Merchandise,East,Toys,1/04/2030,-29,4,38
0,SAS|151515,Merchandise,East,Shoes,1/06/2026,10,3,22
0.6,CKT|341748,Merchandise,South,Toys,1/09/1995,-48,9,69
0.4,RWT|485246,Merchandise,West,Toys,1/03/2004,302,5,896
0.5,FMD|108333,Merchandise,East,Decals,1/04/2011,3,2,8
0.7,NPV|348280,Consoles,West,Vintage,1/11/2006,135,12,3611
0.5,JHF|390365,Merchandise,East,Furniture,1/12/2013,-163,4,769
0.3,CCS|854762,Games,West,Sony,1/10/1996,3,3,56
0.4,FCN|585791,Games,West,Nintendo,1/03/1999,42,5,371
0.7,MAP|749091,Merchandise,South,Peripherals,1/04/2045,17,5,36
0.6,JGT|011765,Merchandise,East,Toys,1/01/1997,-8,7,11
0.5,MPP|495626,Merchandise,Central,Peripherals,1/09/2035,113,5,336
0.7,JMN|137179,Consoles,East,Nintendo Switch,1/10/2000,227,9,909
0,ZCS|351171,Games,West,Sony,1/11/2048,70,4,200
0.2,AHF|875940,Merchandise,South,Furniture,1/07/2011,10,8,89
0.7,SVP|806667,Consoles,East,PS5,1/02/2039,7,4,20
0.6,JGS|363514,Merchandise,Central,Storage Equipment,1/05/2026,4,4,50
0.6,EAN|927660,Consoles,Central,Nintendo Switch,1/07/2038,-3,3,63
0.8,TNT|881395,Merchandise,West,Toys,1/06/2016,-21,5,28
0.2,MZB|671429,Merchandise,West,Batteries,1/04/2019,2,1,5
0.6,RLN|443354,Games,Central,Nintendo,1/01/2013,54,7,538
0.6,NCS|731140,Merchandise,Central,Storage Equipment,1/07/2002,54,5,721
0.1,DMP|666019,Merchandise,East,Peripherals,1/03/2008,31,7,68
0.7,SFN|130556,Games,Central,Nintendo,1/11/2029,7,2,24
0.2,SFC|330894,Merchandise,East,Clothing,1/09/2007,22,4,82
0.9,EBT|266667,Merchandise,East,Toys,1/02/2039,-2,2,2
0.8,FMC|478636,Merchandise,South,Clothing,1/07/2036,38,3,147
0.3,VTS|573578,Merchandise,East,Storage Equipment,1/09/2031,21,4,564
0.7,ERC|230769,Merchandise,West,Clothing,1/05/1997,5,7,61
0.2,SMP|548039,Consoles,West,PS5,1/11/2042,9,7,68
0.3,LPT|363830,Merchandise,West,Toys,1/06/2002,11,11,32
0.7,NCT|706086,Merchandise,Central,Toys,1/12/2044,-2288,6,1525
0.8,KES|865833,Games,West,Sony,1/09/2002,58,2,160
0.3,HLN|297424,Games,Central,Nintendo,1/11/2018,123,9,441
0.2,SVS|703670,Games,East,Sony,1/05/2039,22,2,73
0.1,KLN|566374,Games,Central,Nintendo,1/09/2014,148,9,1980
0.7,DSF|621389,Merchandise,East,Furniture,1/12/2015,7,1,240
0.3,CBM|586667,Merchandise,East,Mugs,1/02/2039,3,3,10
0.2,POT|905063,Merchandise,East,Toys,1/02/2006,20,3,53
0.8,JMM|883544,Games,West,Microsoft,1/11/2028,36,6,106
0.5,DKV|124258,Consoles,West,Vintage,1/01/2005,165,3,788
0.6,MJM|272136,Games,West,Microsoft,1/09/2002,504,4,4477
0.9,BTD|013333,Merchandise,Central,Decals,1/04/2011,9,4,20
0.2,CSD|234211,Merchandise,South,Decals,1/04/2001,9,4,25
0.6,DBT|268750,Merchandise,Central,Toys,1/11/1995,-17,6,10
0.6,JBN|468779,Games,East,Nintendo,1/03/1998,-72,2,432
0,GGD|134021,Merchandise,West,Decals,1/01/2008,30,13,65
0.3,AST|183333,Merchandise,East,Toys,1/04/2011,1,1,4
0.4,LCS|622222,Merchandise,South,Storage Equipment,1/03/2002,32,3,432
0.3,KMS|774286,Games,West,Sony,1/05/2007,1,2,23
0.3,KBS|807619,Games,West,Sony,1/02/2035,13,2,70
0.1,SWM|414493,Merchandise,West,Mugs,1/08/2024,21,4,46
0.1,TPC|542105,Merchandise,Central,Clothing,1/11/2045,-32,2,13
0.9,NSD|151613,Merchandise,South,Decals,1/08/2034,7,4,21
0.2,PON|259236,Games,East,Nintendo,1/05/2003,52,2,105
0.1,PGT|937204,Merchandise,Central,Toys,1/09/2000,-512,4,310
0.1,KBD|644268,Merchandise,East,Decals,1/11/2005,201,4,419
0.3,ABP|773077,Consoles,South,PS5,1/07/2005,1,2,17
0.3,MLP|034043,Merchandise,East,Peripherals,1/02/2043,11,4,32
0.1,JLS|852174,Merchandise,South,Storage Equipment,1/01/2001,1,1,15
0.2,NWM|915556,Merchandise,Central,Mugs,1/11/2029,12,4,30
0.8,SNN|507862,Consoles,Central,Nintendo Switch,1/01/2005,-15,3,212
0.6,EBS|946154,Merchandise,West,Storage Equipment,1/12/2001,26,3,104
0.6,LWP|602941,Consoles,Central,PS5,1/08/2011,-10,3,23
0.6,ARD|158219,Merchandise,East,Decals,1/12/2001,46,2,98
0.3,NPS|092063,Merchandise,East,Storage Equipment,1/02/2006,3,2,42
0.6,MZP|136842,Consoles,Central,PS5,1/05/2003,-9,7,13
0.1,DKT|557333,Merchandise,East,Toys,1/04/2011,18,3,50
0.3,QJX|307231,Consoles,East,XBox,1/12/2002,1013,5,4405
0.4,CoM|516986,Games,West,Microsoft,1/04/2015,42,2,558
0.5,FCN|617476,Games,West,Nintendo,1/03/2023,23,2,206
0.3,CPV|502620,Consoles,East,Vintage,1/03/2035,-448,7,1580
0.3,FAX|281336,Consoles,South,XBox,1/07/2011,11,2,290
0.5,SVX|344898,Consoles,East,XBox,1/01/2008,-89,2,131
0.5,SSS|295696,Games,East,Sony,1/06/2041,43,1,264
0.6,EPD|888235,Merchandise,West,Decals,1/04/2003,6,2,12
0.5,DBN|949161,Consoles,West,Nintendo Switch,1/06/2048,103,4,915
0.4,ATM|774074,Merchandise,East,Mugs,1/06/2044,4,3,18
0.5,ONN|231198,Consoles,East,Nintendo Switch,1/03/2000,65,8,240
0.9,SCT|266013,Merchandise,East,Toys,1/06/2008,37,2,102
0.4,EMP|217778,Consoles,Central,PS5,1/02/1998,-17,6,30
0.3,DOS|661905,Games,South,Sony,1/08/2008,-1,3,84
0.1,HKS|055842,Merchandise,Central,Shoes,1/05/2003,241,5,492
0.8,SCN|618021,Games,South,Nintendo,1/01/2042,98,3,378
0.6,BMD|837500,Merchandise,Central,Decals,1/03/2025,4,2,10
0.5,AAS|461538,Merchandise,South,Storage Equipment,1/05/2028,5,4,130
0.2,JDD|863529,Merchandise,Central,Decals,1/08/2027,19,2,57
0.4,GKT|899735,Merchandise,West,Toys,1/08/2044,82,6,252
0.6,THN|074031,Consoles,Central,Nintendo Switch,1/07/2042,-93,4,344
0.2,SEM|444444,Merchandise,Central,Mugs,1/07/2020,0,1,6
0.2,SGD|885714,Merchandise,West,Decals,1/12/2042,2,1,5
0.8,LDD|692241,Merchandise,East,Decals,1/10/2003,38,2,78
0.9,VDD|262146,Merchandise,West,Decals,1/04/2002,219,8,448
0.9,KLS|965125,Merchandise,East,Storage Equipment,1/04/2003,19,1,375
0,BGC|675926,Merchandise,East,Clothing,1/05/2010,10,3,36
0.6,DRN|138049,Consoles,South,Nintendo Switch,1/09/2006,-14,3,274
0.3,BFS|896809,Games,West,Sony,1/09/2000,13,3,63
0.7,GMN|690210,Games,West,Nintendo,1/03/2001,125,5,1432
0.4,APV|909167,Consoles,East,Vintage,1/09/2048,-29,3,80
0.2,CSD|528571,Merchandise,South,Decals,1/02/2031,2,2,4
0.1,AHN|762738,Games,Central,Nintendo,1/11/2044,118,7,946
0.6,POT|021053,Merchandise,East,Toys,1/07/2006,-28,6,38
0.3,JMT|726882,Merchandise,East,Toys,1/09/2006,21,13,62
0.7,EBS|829058,Merchandise,West,Storage Equipment,1/10/2043,7,3,333
0.7,AGD|652174,Merchandise,Central,Decals,1/01/2001,5,3,16
0.7,FAM|184370,Games,West,Microsoft,1/05/2014,165,1,440
0.9,JKD|022581,Merchandise,East,Decals,1/12/2031,7,4,21
0,SFP|712766,Consoles,West,PS5,1/02/1997,10,3,32
0.4,ABS|742857,Merchandise,West,Shoes,1/08/2004,4,3,9
0,TCD|584337,Merchandise,West,Decals,1/08/2011,80,3,166
0.2,GRT|596238,Merchandise,East,Toys,1/07/2003,102,7,213
0.6,HRN|125852,Games,East,Nintendo,1/03/2004,136,1,470
0.4,ARN|650602,Games,East,Nintendo,1/09/2033,-10,2,55
0.2,SVS|695122,Games,East,Sony,1/09/2046,0,3,28
0.3,BTC|174109,Merchandise,East,Clothing,1/12/2003,103,2,356
0.5,TMV|823175,Consoles,West,Vintage,1/02/2049,3,1,210
0.5,MCS|924706,Games,South,Sony,1/04/2042,53,2,170
0.5,RKS|560241,Games,Central,Sony,1/10/2003,125,5,831
0.9,HFD|737931,Merchandise,West,Decals,1/10/2010,9,3,19
0.6,HWF|275758,Merchandise,Central,Furniture,1/07/1996,6,2,22
0.9,NMP|408333,Consoles,Central,PS5,1/04/2011,-13,3,24
0.2,SCD|736585,Merchandise,East,Decals,1/04/2032,12,4,27
0.7,SPN|666710,Games,East,Nintendo,1/08/2042,-113,4,520
0.9,CKT|162500,Merchandise,West,Toys,1/03/2025,7,6,22
0.6,NCD|029592,Merchandise,East,Decals,1/11/2032,24,2,66
0.6,HWS|865873,Games,Central,Sony,1/12/2005,16,3,84
0.4,PKP|994444,Consoles,Central,PS5,1/07/2020,4,1,12
0.2,MDP|013924,Merchandise,South,Peripherals,1/03/2010,52,2,105
0.5,AHN|310260,Games,East,Nintendo,1/03/2005,135,3,540
0,DVS|790559,Merchandise,Central,Storage Equipment,1/02/2030,0,3,502
0.9,DGP|150236,Consoles,East,PS5,1/05/2003,57,9,283
0,DKM|891982,Games,West,Microsoft,1/01/2015,90,1,300
0.3,CCS|054762,Merchandise,South,Storage Equipment,1/10/1996,-1,5,84
0.3,BBC|273077,Merchandise,East,Clothing,1/07/2005,1,5,17
0.6,CCN|129293,Games,Central,Nintendo,1/12/2007,36,2,132
0.6,KMS|729225,Games,West,Sony,1/06/2002,46,5,190
0.3,AGS|728571,Merchandise,South,Shoes,1/02/2031,1,2,5
0.4,MHM|960759,Games,East,Microsoft,1/08/1996,24,4,52
0.5,EMS|771429,Merchandise,South,Shoes,1/04/2019,3,4,9
0,JFB|166667,Merchandise,West,Batteries,1/02/2039,0,2,4
0.1,SCS|974603,Merchandise,East,Storage Equipment,1/10/2033,-28,2,126
0.9,NPD|555349,Merchandise,East,Decals,1/08/2012,69,3,144
0.2,NMD|510256,Merchandise,Central,Decals,1/12/2004,9,5,26
0.2,LAN|003567,Consoles,South,Nintendo Switch,1/10/2030,70,2,562
0.3,HRS|422727,Games,East,Sony,1/12/2043,3,1,15
0.8,FGS|195973,Merchandise,Central,Storage Equipment,1/04/2014,26,6,298
0.1,LSC|214754,Merchandise,West,Clothing,1/03/1996,11,2,41
0.2,BFN|118826,Games,West,Nintendo,1/02/2002,49,3,660
0.6,ARV|841395,Consoles,West,Vintage,1/06/2016,4,1,143
0.2,JGM|586684,Games,West,Microsoft,1/07/2040,702,3,1800
0.6,DBD|050980,Merchandise,West,Decals,1/11/2014,16,4,34
0.9,TCD|835870,Merchandise,East,Decals,1/09/2005,29,5,61
0.7,LCC|417500,Merchandise,East,Clothing,1/03/2025,7,6,27
0.5,MHT|617647,Merchandise,South,Toys,1/06/2037,5,3,11
0,TCM|156863,Merchandise,Central,Mugs,1/02/2005,10,2,34
0.8,NMN|917472,Games,East,Nintendo,1/11/2022,88,6,180
0.6,SZM|276667,Merchandise,Central,Mugs,1/02/2039,14,2,60
0.3,SLV|144529,Consoles,Central,Vintage,1/08/2027,63,1,262
0.9,BES|421045,Games,Central,Sony,1/11/2006,829,7,1929
0.5,ASS|089474,Merchandise,Central,Storage Equipment,1/01/2023,-3,3,13
0.2,RFT|762500,Merchandise,West,Toys,1/03/2025,-4,2,5
0.4,JKP|946154,Consoles,Central,PS5,1/12/2001,-7,2,9
0.6,FMS|888525,Merchandise,East,Shoes,1/04/2027,56,4,122
0.4,SGT|127273,Merchandise,East,Toys,1/04/2006,4,1,7
0.9,ABV|680985,Consoles,West,Vintage,1/03/2015,-204,3,393
0.5,RWN|952658,Games,West,Nintendo,1/05/2038,23,5,264
0.9,BVT|681481,Merchandise,Central,Toys,1/08/2023,9,2,18
0.9,CHN|722143,Games,South,Nintendo,1/09/2047,127,3,1128
0.7,GMN|190445,Games,East,Nintendo,1/08/2020,247,5,825
0.9,CDM|591262,Merchandise,East,Mugs,1/05/2005,19,3,69
0.2,RDS|837500,Merchandise,East,Shoes,1/03/2025,2,2,5
0.1,JKS|265506,Games,East,Sony,1/09/2025,371,2,844
0.6,KNN|014022,Consoles,West,Nintendo Switch,1/12/2007,-54,3,362
0.1,SCV|080797,Consoles,West,Vintage,1/09/1999,111,3,654
0.1,LRN|039351,Games,West,Nintendo,1/10/2012,68,4,1091
0.1,JKC|616556,Merchandise,West,Clothing,1/11/2029,511,14,1702
0.2,JBS|853372,Merchandise,South,Storage Equipment,1/07/2014,152,9,1268
0.9,MSS|440625,Games,Central,Sony,1/08/2035,-7,1,64
0.6,KFN|267325,Games,West,Nintendo,1/08/2010,364,8,4159
0.9,SGD|617241,Merchandise,East,Decals,1/10/2003,9,3,19
0.4,KLN|957420,Games,East,Nintendo,1/07/2018,94,3,378
0.1,FPN|993872,Games,Central,Nintendo,1/11/2005,18,3,240
0.3,CJT|425926,Merchandise,East,Toys,1/05/2010,-15,4,18
0.4,CCD|978082,Merchandise,West,Decals,1/10/2044,24,1,49
0.3,JCP|186667,Consoles,West,PS5,1/02/2039,3,3,10
0.9,JBD|358621,Merchandise,South,Decals,1/04/2035,9,2,19
0.5,MHS|604615,Merchandise,East,Storage Equipment,1/10/2034,3,1,43
0.5,SCD|331250,Merchandise,South,Decals,1/07/2004,3,4,11
0.6,JFD|837500,Merchandise,East,Decals,1/03/2025,4,2,10
0.3,KDN|758885,Consoles,Central,Nintendo Switch,1/12/2006,33,2,192
0.3,ABS|192025,Games,West,Sony,1/04/2042,33,3,109
0.2,CJS|024080,Games,East,Sony,1/09/2044,22,5,200
0.8,DSN|574853,Games,East,Nintendo,1/04/2004,-74,3,340
0.8,TBN|337252,Consoles,East,Nintendo Switch,1/08/2004,-15,6,1079
0.2,PJS|637500,Games,East,Sony,1/03/2025,2,2,38
0.9,MSP|935366,Consoles,East,PS5,1/01/2014,7,2,55
0,CCB|704545,Merchandise,East,Batteries,1/12/2028,0,4,15
0,MCS|261905,Merchandise,East,Storage Equipment,1/08/2008,0,2,14
0.7,KDC|312821,Merchandise,West,Clothing,1/09/2001,7,3,26
0.3,BPB|311111,Merchandise,East,Batteries,1/11/2003,3,4,6
0.3,MPS|789920,Games,East,Sony,1/11/2009,93,4,252
0.4,EHN|908511,Games,East,Nintendo,1/02/2026,9,7,63
0,RRD|873494,Merchandise,East,Decals,1/09/2024,80,3,166
0.4,BFS|116667,Merchandise,East,Shoes,1/02/2039,4,3,8
0.4,MVS|814286,Merchandise,Central,Shoes,1/05/2007,2,2,5
0.2,LHP|441176,Consoles,East,PS5,1/03/2049,30,1,79
0.3,CJN|334928,Consoles,Central,Nintendo Switch,1/07/2010,-9,3,601
0.6,DMD|556250,Merchandise,Central,Decals,1/07/2004,4,2,10
0.4,POX|900207,Consoles,East,XBox,1/12/2000,12,4,323
0.9,JOM|241414,Merchandise,East,Mugs,1/01/2018,17,8,198
0.3,SPP|811111,Consoles,Central,PS5,1/11/2003,3,2,6
0,PGM|833333,Merchandise,West,Mugs,1/04/2011,10,4,28
0.9,BCM|433333,Merchandise,West,Mugs,1/04/2011,7,5,88
0.8,CBT|052500,Merchandise,East,Toys,1/03/2025,38,5,80
0.5,HKD|435135,Merchandise,Central,Decals,1/05/2047,23,3,74
0.8,GMT|152055,Merchandise,West,Toys,1/06/2006,16,2,49
0.4,JOT|111081,Merchandise,West,Toys,1/05/2005,152,2,488
0.8,KHS|409524,Merchandise,East,Storage Equipment,1/03/2027,8,2,42
0.6,APD|898387,Merchandise,West,Decals,1/10/2015,56,4,124
0.1,TBD|058333,Merchandise,East,Decals,1/04/2011,11,4,24
0.6,PGT|173199,Merchandise,East,Toys,1/04/2000,124,3,398
0.1,SPS|083471,Merchandise,West,Storage Equipment,1/10/2022,21,6,81
0.3,MCS|504590,Games,South,Sony,1/09/2032,163,3,480
0.8,BEN|246448,Games,East,Nintendo,1/11/2020,-24,3,122
0.4,JRM|628571,Merchandise,West,Mugs,1/02/2031,2,3,14
0.7,NRD|673913,Merchandise,South,Decals,1/04/2009,5,3,16
0.2,SHD|248718,Merchandise,West,Decals,1/03/2043,12,4,26
